T_i,B_i
61771,52764
87502,60794
88679,11588
55861,58774
8163,92653
51045,30321
47375,45961
64677,13929
81181,46165
61937,4121
75473,43956
3975,17908
23313,42003
87790,56054
79353,79584
97597,35092
77185,76292
31376,99929
44016,19647
59696,32291
54848,13284
70937,64386
59575,3115
64291,66459
24633,36913
76429,67649
86836,75598
26460,97841
93759,95633
18252,55394
93631,2416
52836,13544
42207,76023
49801,64581
12024,86236
5637,36486
59588,66133
63553,57698
17481,15166
96076,84180
33168,88963
35339,65077
18746,78616
57892,39717
91724,18845
13457,81592
95445,33544
1151,40691
94010,64554
84273,96786
85429,48695
36084,80342
18636,87983
68533,95666
51546,31730
23469,13655
32627,40340
82940,43818
37813,78303
9924,50772
94979,2501
76848,59788
1884,47215
49726,55577
77253,72253
43463,86997
54079,99516
28587,73248
79786,25934
65893,70988
78794,556
23130,8720
30174,4736
59782,8806
51626,33049
22199,41933
28703,22004
83102,27026
23004,21938
67547,10205
87896,7080
1964,40452
1604,2623
63104,97904
26169,57979
69619,59500
84868,25019
36397,46750
8533,18486
57777,88842
10148,60811
19932,60097
34118,54375
97306,59085
26530,46515
53546,31391
57805,39351
44570,5149
3610,71552
12032,38875
27195,27824
48090,67328
86792,65387
12055,87286
27706,50309
81788,7432
64562,7873
65379,31436
63243,79421
96682,43236
58296,15069
46940,80385
32886,93393
24771,68621
32952,92442
43459,43762
26652,29348
730,51737
10885,71249
5184,44886
38197,27931
45637,63703
45280,72243
19640,8568
77793,857
82284,97160
34311,8560
59401,93528
14952,11208
61134,50293
16333,33594
53135,31298
15451,52489
92046,54707
47295,33729
67410,13832
47378,19015
60486,65045
24197,40339
95995,21735
84209,91871
93175,6544
46597,83728
8787,67250
13504,92156
19080,45413
16576,60760
15816,41895
63337,51795
76308,15125
98546,58864
89442,35771
66614,28744
99473,86394
15669,36992
75215,9642
26120,25697
3944,6244
65582,21888
71513,6309
72873,15046
20602,52916
49739,17815
57347,57222
86887,54846
14232,87065
301,11300
1416,39788
66673,29337
94557,73757
7813,42574
59405,52316
87617,49536
64365,78401
60856,86952
1141,92273
97414,26880
22721,5774
10118,62662
48253,29383
32796,85967
41989,69591
28333,92243
82043,41435
93739,90039
95382,75889
30388,62697
17446,2064
88973,83613
2553,23539
86105,46225
13371,13515
37059,84459
21700,16664
87445,27393
94357,20623
10209,29195
66899,74537
80638,86963
88658,6600
94848,76076
57829,46974
72985,62346
33343,70638
71401,29464
95750,29560
32932,82867
76565,52083
31745,56461
72168,57683
34631,47231
85562,53964
31262,3153
99709,48700
77264,11449
44857,93155
95506,70883
80614,18901
60881,11553
76935,16559
50918,53353
60818,91591
66169,49454
1326,26536
93793,48166
88563,76682
69514,94601
15737,99740
8234,2482
73847,61018
32098,41541
36099,38389
63068,49962
52466,75839
81341,52516
77647,66475
97672,27893
25522,76468
29709,7199
25927,18999
22766,56954
52522,20188
62063,42903
42348,56234
46301,70400
43438,31367
65412,96077
36607,12699
30869,95190
96759,39971
64853,30504
68122,34191
38710,97521
71855,72251
9475,80341
49130,42646
94435,65643
85528,36129
17017,60340
44264,22774
69950,9714
31182,23750
10969,39428
897,97895
35129,50099
31442,37855
7273,78036
48600,31609
70525,90416
97828,85135
22063,70472
22407,98712
54752,17528
80093,72830
44973,30305
24596,65710
41500,56269
26736,68850
9463,81619
86613,16885
16391,58204
55971,81412
6725,99823
18759,65164
80535,67719
92175,36412
26819,25044
44868,50487
9631,56774
78374,12131
12798,15384
61803,61864
9022,98399
1732,71107
95091,64531
11597,32518
83016,37911
69034,58149
87565,3791
4334,51236
48168,14742
47599,26672
94296,4160
97417,74656
88696,48332
76613,56697
9366,31052
78215,64590
4788,83697
4327,48248
26438,12643
17375,96472
84501,31722
82556,43502
90760,63579
68369,74205
24022,99577
50399,45263
91470,1980
75315,6181
16877,2863
66156,84933
81899,90003
56661,69804
96633,24602
30540,7377
79380,79637
81316,32893
93432,57466
39030,73926
35918,2363
61847,20354
8255,29924
37025,80479
35930,84421
93041,87985
4452,56858
11012,73875
77035,67704
97937,18467
80617,52544
54511,47351
3378,39643
23461,19399
28602,86818
53225,95182
12384,67094
16343,25419
76994,72909
90525,15101
87023,56386
63094,74146
81150,3685
52120,39689
73516,80518
68663,50506
20927,63994
59188,58806
67798,13988
89454,69903
25544,60565
90383,58857
20356,60722
65012,71519
91817,42775
22733,56423
96154,42553
11835,55946
27589,50843
83479,7824
68567,58775
90888,82182
48147,36526
98049,35942
94626,24068
3755,60372
54262,761
19718,76278
32991,47247
5288,78341
21902,73147
4697,93190
21522,99695
26886,68586
32258,65330
74519,60337
74670,30905
53780,30284
16644,38563
67275,74428
76702,22450
50404,23921
36473,97819
14729,82295
50501,97419
49195,50310
95945,19881
48970,25541
86773,11323
94330,37858
20769,39607
63275,73130
93529,20911
82091,33197
92072,75039
39270,92427
23083,18659
42542,17767
90877,86111
38697,78586
45651,83776
51589,18380
70048,43619
55416,20326
68906,1758
60496,10447
91460,43659
61835,7094
17503,53523
34178,41840
63024,98576
54438,92067
95276,88245
28424,69418
92981,41746
84370,62184
69302,55061
36445,2738
52721,53821
33102,97844
45105,81196
82302,71924
94285,81321
25059,96024
76478,29822
36693,28387
37227,13666
41311,59206
60252,37892
7665,76909
75251,13641
75947,89643
34836,17794
60578,21593
95707,16610
58147,90700
31963,69598
46936,68210
85429,60749
73238,67829
85992,14740
90183,55656
61005,32713
2106,66559
18848,99981
11089,88836
86634,16934
62478,86044
93355,90477
39627,17119
60750,60884
95105,80147
24234,46432
69573,11837
11411,43200
92667,85948
65434,89494
77951,39708
25312,62968
3781,81132
7567,95701
63217,1360
25897,54620
57965,88079
91648,76596
93414,56314
28917,9398
2339,84438
6094,1479
99859,78658
67606,59736
36164,32538
46667,71414
27003,36691
49311,72466
35861,27418
29033,16548
63079,26579
95690,61864
72725,97828
57745,235
1413,66609
74482,99262
31246,27344
92104,22467
4851,70654
32955,64600
62646,59668
90475,48628
4722,90024
87236,87941
62678,10409
8303,55905
30497,78377
45394,48171
7741,29694
55279,76285
63201,72441
63981,28301
17615,71437
21214,26808
50542,5559
31943,49426
31035,26105
89961,29450
44286,95200
97551,29135
53753,4990
89006,27268
82743,20863
95369,31468
6743,69763
74917,12663
28698,63306
16279,96038
39676,9839
98518,43348
67285,86814
44146,93756
56798,75954
66255,96547
46671,2326
8187,5707
71040,5296
89349,68813
59006,19442
75938,39610
30603,79098
27448,38373
51014,69363
51914,45644
50127,76455
83555,51985
8952,24223
83449,30639
85481,20505
65193,88437
74057,31416
40334,18292
90880,29151
63415,59462
35577,18938
3326,69598
18719,5479
85182,23859
66160,61429
3378,77729
23840,74746
82456,5836
57526,97793
6126,92420
29565,37663
81822,35516
18300,90027
13588,59316
53864,95194
5422,75309
66884,64391
31054,73793
29610,63923
11479,37434
78402,9145
3565,46872
87158,62604
77633,54260
28982,52112
74262,7547
5940,56263
61734,95177
74903,62095
18584,88508
23300,50426
75354,79315
79921,35574
10634,14498
56259,40646
70263,1695
14671,28061
10401,67903
18802,66974
8880,40687
58461,75208
40038,78187
83664,40346
11302,26570
52823,42971
81746,55600
51655,75733
31137,60589
54534,39728
96772,90263
15120,73746
49456,83351
8342,7055
46571,95080
64733,96340
60174,5100
19116,83673
70102,10062
91921,70939
85333,67769
46670,52593
83066,55663
73444,4888
76897,12689
20706,50155
84144,59792
50565,32697
19858,74822
17108,12940
55293,98404
33084,86490
36157,22475
7750,4445
87634,79
66550,85749
65749,44624
77075,74368
1268,81741
33252,63169
76282,55252
66641,56333
71044,93027
74013,18499
15617,37851
77135,58194
96319,39885
10178,42762
13218,44193
55568,37021
45259,59247
34193,87318
72950,98294
57060,60157
65625,94029
91633,52905
4726,7697
9896,19767
12537,32725
40600,34141
19555,25765
34074,90241
12467,26157
10600,65868
44133,48770
36378,10611
6385,5051
39506,86063
39614,70909
89090,67778
87426,99825
71737,4108
37288,97529
59855,65188
31565,57496
68747,99425
27785,2216
44990,44068
99305,3280
80398,9533
51402,54033
31323,19390
40785,95226
26182,45203
98323,4013
29396,73673
86758,90441
96127,56912
52270,84174
72357,12886
64092,22517
14621,2154
77320,78581
53335,4008
74260,38764
26202,60457
90435,50121
13270,56130
25661,83884
19095,19779
2550,27438
52585,72050
99688,22393
54177,57723
44223,11446
3550,39009
28212,61385
8500,65123
39987,79910
28158,52615
14874,46988
52350,154
82095,75630
54948,59904
27752,63942
45768,46400
10021,66997
51028,65278
9147,98382
51132,88570
74266,35056
74071,15031
53138,77530
84078,70877
63297,67819
51398,87243
44995,86669
46293,78899
65468,17497
78206,87961
3052,64057
3390,6128
5950,32862
17284,78882
5239,3102
567,68775
4956,65884
5357,66477
10508,83115
85675,97961
92827,5207
76407,50175
33964,42102
84231,54113
34548,51269
14561,14871
63857,26818
20847,50404
80828,85841
97675,61400
24326,38277
65825,75159
55893,34551
85426,53916
1386,19182
84916,81283
72508,79747
49636,24667
11534,18289
79109,94009
88879,59016
95492,81803
50748,97126
18663,45851
84512,29252
65134,73547
80912,9326
66821,64974
5028,88759
23941,77847
29136,55950
27725,32870
43914,72845
14173,23135
45000,76860
7520,23832
35112,70146
64959,80715
54857,92501
88416,41105
64253,37726
9900,38880
73118,66424
46786,69987
62526,41520
70717,98476
9695,16289
77719,28839
34649,32620
38296,80036
28839,86797
14372,1352
96331,16862
6200,86013
88519,88562
57259,63588
85273,69367
12578,67619
86567,17363
1320,43188
68225,69134
13001,38858
67250,73468
98915,31633
49937,22483
18569,79446
26994,77414
38757,79932
37244,45974
16714,44554
2733,13095
41367,80399
50689,67315
90163,20237
21803,79614
24178,72436
79456,80306
49343,90438
94198,92302
61995,71467
58483,56712
28956,96318
31904,48659
52720,97488
47408,37952
59944,4970
42821,63151
77647,4051
69991,30982
42074,47789
85277,49353
48285,2339
97440,86952
20549,62436
27639,11333
68743,66877
29097,55822
31885,71510
51218,42442
50438,74177
87532,5478
43470,95792
58497,95063
32267,70651
73663,25387
78220,74541
9064,61957
22916,18040
57147,60977
39066,73286
9946,49423
10730,56683
89131,57677
26578,35209
22714,77719
91090,14550
80042,78327
39822,66021
26502,40912
30708,8725
13157,29717
1613,86988
3271,70727
90947,2332
96100,9349
54914,32500
44138,90868
83609,68377
23617,66406
30958,61200
91851,87521
58964,95918
94945,18535
33674,59104
79920,53074
46353,7389
89099,6001
91445,76771
87356,12510
58343,43820
98550,19131
28867,21565
8999,44217
99239,33522
40527,71752
70572,58746
57603,76663
41734,31129
51364,4137
83948,58912
84208,39167
40607,81542
14114,16698
87577,69084
75647,38094
96700,42156
82964,45505
14169,19760
80276,62670
4603,92644
29725,97980
5316,44307
81055,92948
64258,36696
20684,24927
62649,34282
60231,68475
40126,33234
347,91582
95723,93667
10053,72152
94626,30627
15068,98233
95046,68422
25643,93105
13770,91547
70088,86382
61147,28100
81139,78896
51631,2077
8061,41001
60513,57145
23901,21124
6270,34872
30858,58945
85222,38770
35064,90491
1347,16264
85220,61829
50304,70373
83389,60114
69041,24783
36737,16719
68358,44614
4185,37057
57471,9746
26113,46085
74096,28956
64628,37649
99223,72404
35020,19212
34471,1107
88674,66382
29794,58023
80055,46033
77364,85830
27403,8159
49885,14695
68187,38419
58380,28907
30317,78313
9129,91423
77584,45434
67005,30646
41080,19132
65041,95027
77425,81472
46910,12400
81863,8461
71335,36663
69478,6400
54801,8582
27971,21898
87256,4803
3415,33293
94083,61542
96410,56453
74892,11056
57337,74445
71600,95554
5868,62081
9537,73650
73167,26354
91541,84230
51461,1242
21726,12274
80888,20562
79081,25778
92967,48272
43460,66692
86700,34643
55532,69405
24043,16952
76550,79461
70036,37264
84584,83184
72840,73239
53078,71554
45978,10713
74890,824
50539,33699
4972,77995
10323,6205
17581,96892
34592,16918
71278,70797
42780,62635
7970,39591
23259,89798
99069,91324
34102,15902
65663,37480
48384,98640
95365,65659
99634,84825
53808,21035
5072,17718
58774,56425
84969,25293
63765,17222
87698,82959
30181,74289
30542,88559
55232,80650
35892,87744
75164,55264
42854,31533
34007,95240
25760,60844
14858,78999
4703,65507
99466,87742
79932,62947
83464,35810
37002,84346
94926,75512
48191,8406
99579,85325
83303,37331
28465,82431
68547,32031
4074,10789
1465,76293
8685,71092
19289,70086
31484,64258
15066,53011
33661,19202
32071,82317
71981,27471
94251,77881
37814,33434
71075,35155
12629,99608
45154,20765
57875,60196
27192,84567
66273,8606
73947,3002
78797,18740
76897,95043
32424,64309
72725,32854
10032,22865
58323,33615
41486,32813
82308,94040
8790,6351
60995,34509
58425,58856
24901,89905
7560,21317
42620,81871
67419,70455
58026,70116
23310,53558
8405,72922
78086,54587
94803,29486
14761,8677
51642,7655
48947,4773
46604,61495
97477,41655
72803,35182
49698,54235
29883,37245
38498,56566
43312,17810
57527,12717
64307,57041
28153,2472
39492,54412
45019,15243
56952,71279
82353,83790
84227,38024
73684,74387
22180,85449
90272,7233
18181,22672
53699,37199
20466,28501
43379,37443
73488,54132
38921,24191
65122,73609
32484,32417
47154,42994
35445,52012
21529,27658
73191,61691
78985,62422
16264,262
26818,40817
93515,75580
25419,96137
94687,22364
26470,17850
58504,80867
942,95708
30769,95335
68704,29538
34390,77804
44703,76473
15547,47511
3862,70325
44138,59230
27789,84095
33515,93601
11776,79619
8738,52771
16883,49828
80291,55448
84927,65328
69413,22518
24696,54639
17089,96926
67075,75675
63925,82505
2141,19590
88398,24439
99703,51085
92894,47012
34194,76409
37327,89317
11902,65420
52183,42799
824,15567
91443,22489
78531,72714
5846,4058
78811,86938
24429,31893
24003,25056
91593,23313
94848,58583
84976,45305
60055,93422
34316,37133
27524,71337
83277,35724
56661,90327
90353,65079
79491,86526
94216,56508
81960,95171
56656,4586
68449,25767
79325,96322
37984,45576
78749,53929
68115,7299
76912,68301
99637,36829
76602,38733
9519,60346
7404,69317
28530,23816
87789,51735
65655,34242
40374,39182
86629,4323
10634,2402
92362,87032
73296,69434
38876,52006
90584,58238
8660,57772
82749,59003
80268,24735
51686,6251
80804,90179
26256,87982
29246,53055
70313,31879
11382,70398
60661,74804
73725,94083
10161,89117
41358,82228
721,21786
1252,85181
99466,20017
63931,83181
29698,54156
30144,61127
54998,10281
78994,47517
80297,16349
93879,67291
30883,10066
44052,30424
49631,62184
50774,32435
84138,89029
5141,33677
98630,43333
20756,29949
32687,68046
8758,19094
43723,42578
88154,66673
12342,4754
47005,62353
44281,46949
68864,9812
20699,95904
49560,66246
86252,31908
39811,80702
31765,65093
45482,88255
11000,33480
81979,97069
34769,63240
97669,47982
60154,12211
69197,6868
90481,16587
22459,66307
79306,58425
90307,24204
16869,76817
97003,67109
60165,80867
67818,2313
66845,91328
59819,25022
17665,66533
23180,26617
96987,71877
69033,52796
28524,46118
81905,38861
80311,99445
45290,28322
97540,27443
50397,53442
32694,39876
89063,26052
3950,26925
80827,15057
39169,22977
77859,42750
66825,75110
64020,45641
29992,88650
53331,89297
88099,74867
5490,91392
87198,6272
75325,68382
78802,46075
62360,601
38654,60827
48379,6921
55645,16899
75313,49035
37567,53584
92295,49677
78113,78916
77306,5108
7665,77989
42775,66884
17524,82692
13101,75015
75088,68860
25571,55182
25384,68634
6337,35889
15755,43642
51845,29568
81438,81078
53123,88820
39636,57833
82094,3921
22901,14389
33851,45085
51578,66406
83673,12382
56391,16974
70532,38899
54291,90962
97620,2994
57132,79166
77963,88658
68609,14429
79789,68482
16370,12244
51575,91885
30692,14887
74510,21987
99043,60332
61489,55204
70837,97024
61151,23247
23515,32623
19846,67040
5227,27922
36409,92383
89033,16675
69676,14311
58281,26289
5877,86825
58967,17015
43429,54609
90628,37893
85098,25096
76552,76439
24671,94570
45306,46662
5489,4484
82334,75959
25675,84859
86826,17175
94755,64139
66315,40614
27351,60262
34470,79011
7816,1586
6147,89458
90558,82454
68964,90711
73590,89114
32283,79671
30026,27275
62900,21150
11980,20948
7359,54324
94648,76889
8551,68759
41673,84675
1454,89220
72411,38876
36273,23190
30540,1344
19148,75628
8850,88061
64347,33614
92252,61581
33540,12550
83230,82159
36589,1335
46649,15898
85326,83160
18978,52273
16234,83506
81612,85507
95053,34760
93705,73986
84480,18441
99396,84291
33607,94206
61929,49782
17880,51176
8760,29404
83230,92528
70531,87005
1147,35208
79596,18650
95206,86836
93350,96492
71855,20809
90700,70599
63913,17319
43351,21330
22623,62292
13037,7091
97007,61343
25772,16488
39357,10955
19668,17951
9681,54538
88568,18059
72803,19981
44683,74951
379,48468
76025,83869
93313,15349
44649,57853
52478,24146
64829,7398
78478,90862
78855,9257
5216,27080
47273,86348
12815,57795
69389,74431
3907,11522
3144,89212
69824,28780
41549,19815
60434,99336
26177,1027
27488,83750
73222,49963
40644,87450
90223,31214
26171,90706
65215,47477
3976,17295
30209,94235
58870,80132
65291,69745
12844,90444
40112,54808
37893,21181
22912,92609
39210,98015
29599,44871
63935,92313
5441,35979
93402,74864
70164,25108
41491,53045
31658,69029
39014,17506
34829,58275
75480,79618
29150,41434
88369,62200
23664,4346
71381,26407
99843,42090
79894,54842
87166,40365
94376,52863
24314,40623
24087,4542
60819,35691
27653,64044
70967,44634
40861,32144
33896,63264
15693,88806
93040,70320
31836,24319
96560,92366
78703,40850
60469,88890
1030,87032
13901,36538
13870,89455
21651,83181
12047,56281
57179,44094
42511,64918
79318,8107
2656,96263
55856,50685
24728,58579
42286,6055
21154,9869
99808,59075
15443,24911
49170,67411
74155,10192
75818,52023
64562,44085
60557,10997
26433,69692
72161,43974
90250,10160
14422,46862
92729,96487
23825,25702
34103,88337
73213,28098
79239,42175
20861,80860
94623,840
86978,59449
78528,66424
9757,24142
85647,55743
10660,98970
31165,24261
56482,26377
28031,83920
61565,13557
24478,96786
40155,56035
